language,labels
sir yeh kaam front desk par nahi balkay back desk par hotay han. kash wahaan bhi cameras lagay hotay ya ap wahaan bhi dekh saktay,1
 pata niðŸ˜‚ðŸ˜‚ apni gf say waday kr raha hoga ya mujhay dhoond raha hogaðŸ˜‚ðŸ˜‚,1
rt : buhat hogiya tamashs en yahoodi nasal shetan fazuloo diesel mula party ka  government must taken action against them.,0
yazidi toh hindu hain.woh bhul gaye hain unka roots may be.  i am not sure.  ahmaddiya ka baat na karein toh achcha hoga  bahut time kharcha hoga detail mein jaana,1
time jaldi guzray tab masla hai ahista guzray tab masla hai bhai chahtay kia ho tum loug,1
rt :   sonia ne aaj badla le liya balasaheb ke bete ko hijra banaa diya,0
wo larkia kha sy milti hn jo apny bf ko iphone or dusry mehngy gifts deti hn...???,1
 ðŸ™‚apni manhoosiyt lee jaen yahan se,1
sab dua kr lo ,1
 sir hm aap k sath hain.,1
 g apne kya kaha samj nahi ayi,1
ye chappak wale kisi b din aake 50 cr + kar lete bc yahan lane ki kya jarurat thi...screens b achhe milte inko kisi aur movies k against,0
rt :  sakht randi rona,0
 goolgapay kha k maro tapayðŸ˜„,1
 aap khaein hum abhi aaye,1
 han ye b hy mashallah waqai bht pyari hy,1
thk kia mafi mang kar dekh liya na ma kia cheese hn fahad bhai ki craziest fan in k khelaf koi bat nhi sunti okðŸ˜ðŸ˜ðŸ˜,1
 han tu mjhe b nh prhnaðŸ˜‚,1
"the yahoodi (jews) have always been offered shelter by hindustani people, time after time. unlike you swine, we respect everyoneâ€™s method of worship.",0
  koi video ha ap k pas??,1
all i can think of this unnie what is this behaviour and baap per nahi janay ka,0
bus hamara her masla he yahoodi saazish hai,1
abe abhi bola na mujhy nhi qabool ja kisi gali kone pr bethe huwe charsi se marwa chl bharwi bhag,0
bhai mtlb  pr kuch content ni tha is week toh faltu ki baatein utha rhe h   yr ab aese mazaak ni krenge toh kaise krenge bc,0
yehi to baat hai. wo haq pe khara rha tum munafiq mufadaat kelie bik gaye beghairt. wo kal bhi tumhari band baja rha tha aaj bhi baja rha hai aur in shaa allah agle 10 15 saal tak bajayega.,0
"jahan auratmarch k khilaf buhat sy objections lagy, high court ny faisla diya k aurat march k slogans auratoun k haqooq k lye hein or shariyat k mutabiq hein. #auratmarch2020 #auratazadimarch2020 #auratmarchlahore #auratmarchmultan #feminism #auratazadimarch #toptrending",1
  tmhary pas konsa solution hai kisi chz ka jo tmy btana,1
  main bhi apne gf ko yehi bolta. support our starboy #asimriazforthewin,1
haleem adil shiekh shakal se our harkat se tum bharwe lagte ho,0
 god khan sab,1
bhenchod our crossing has been piss poor today,0
or un me kulbhoshan ka naam lenai sai dar kisko lagrha tha?kahin isliyai k london or yahodi doctor sai elaj krwanai pr pabandi na lagjai ??,1
 zada use nhi krti twitter is liye,1
 but aap kya kar rahe punjab k sath...  caption hum par thop k majboor kar diya delhi mein... from all job guys who works here last 23 years,1
bhenchod hum lums gaye to woh bhi lumsu ho gaya hai,0
tou terrorist nhi tou ghasti hai tou randi hai heera mandi py chilety hai tou,0
 kuni  pashto me pata hai na,1
wo muzakrt ho rahy hein ho skta ha wo man jayeðŸ˜‚,1
akhrot kha ke aao phirðŸ˜›ðŸ˜›,1
 ayat ul kursi parh k soti ho gi tum lagta haiðŸ˜‚,1
 shayar chinese tha ðŸ™Š,1
you should look up things like hijra in india where people who identify as trans or non binary have been around long before terms in english existed for them,1
wohe log dhoka dete ha jo apke kareeb hote hain..,1
 nhe nhe tum first bencher thi ðŸ˜‚,1
chutiya aurat tu sirf saudi wahabis kay neechay lait sakti hay bus aur kuch nahi kar sakti. gashti mulk kay liay hamaisha shia lara hay tum jaisay wahabi terrorist nahi,0
bsdk o ma lula india walu ki man ki chut ma l mara ma chutar dala ka bacha,0
manta hai na ki tera baap hu... jaa beta aakhri maal phuk or so jaa,0
oh really...matlab kisi ko khush hone ka koi hak nhi aapke hisaab se...bas wo ro ro ke mar jaaye to tume yakeen aa jayega...kaisa bimaar aadmi hai...,1
sahab yeah yahodi lobby ka agent bht bhonk gaya ajj ðŸ˜¡ khair ho?,0
tera baap hijra nikla ?,0
tere mohalle ka halala karne wala agar lulli bahar rakhta to duniya me ek chutiya kam paida hota. Ã°Ã¿ËœÂÃ°Ã¿ËœÂÃ°Ã¿ËœÂÃ°Ã¿ËœÂÃ°Ã¿ËœÂ,0
"ah thank you. we are discussing whether the qur'an's hgr originally referred to hagar the emigrant, i.e. hagarenes, rather than hijra, if you'd like to comment:",1
"i'm at ""bhai ye kb pdhaya"" ""ye konsa topic h"" ""abe ye chl kya rha h bhenchod""  point of life ðŸ’¬",0
  meri talab tha wo ik shakhs jo nahi mila mjhe hath dua se yun gira k sawal bhul gya,1
kabhi nawaz baap. kabhi zardari baap. kabhi fazlu baap. kabhi manzoor pashteen baap. or ab ya chupkali ki shakal wali maa.  abay teray kitnay baap or maa hai??ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
exactly wohi kia gya hai jiski planning ki gai hai. baqaida mansooba bandi k sath achi bhali team ka bera gharaq kr k ab malba youngsters pe dala jaye ga. koi banda nhi jisko confidence ho k us ne agla match khelna hai. #thankyoumisbah,1
   adnan apko miss kr rha tha ajðŸ˜œ,1
mahira khud badtameezi se baat kar ke bolti hai mere se aise baat mat karo.. kya irritating hai. #bb13,1
psl key randi roney kam they soucha apney kr lun,0
"the same scandal queen! both the girls having same troubling properties either its afridi in qandeel's case,& sh.rasheed in hareem's case  & the very common victim to both,same abdul qavi same selfie & same social media fameðŸ¤£ i fear mightn't the end be sameðŸ™‚ #hareenshahscandal",1
its equally painful when he is labelled gustakh e rasool/yahoodi agent/kashmir ko bechnay wala and what not for 2 continous weeks yet didnt saw u r single tweet where u felt such embarassment,1
g g seekh ly seekh ly aap in sy bohat smjhdar hain ye ðŸ˜‰ðŸ˜œðŸ˜œ,1
teri bhen to lgta sb punjabi chod gaye hyn bhoosri.ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,0
baat to thek ha zahr zyada phelaya ha apke media ne,1
bhi nay samjaya tha 92 main nahi manay ab bhugat rahin hain.mian sb nay karachi main jo boya tha ab katt rahin hain aur aagay bhi katay gain.thakur k khandan walon nay n league ko hijra banadiya.,0
bhai wo 10000 kits wala kia scene ha,1
 mehrbani krn ap sb log cancer ka mareez hy uss k ly koi madad kr dn pasa ni hy un k pass itna blood cancer hy us ko 03007334159 pr rabta kr ln kisi trha koi bi,1
 tum n ub tak ejad ni ki uffff,1
bhenchod kuch to free me dediya kro bhen de takko ðŸ–•ðŸ–•ðŸ–•,0
aukat inki dant se chane todne ki nhi kr g*** se akhrot todne ki bat krte  ,0
    kia sir g apki tarah bachay thori hn k ek baat keh kr bs taaliyan bajana shru kr dein ðŸ˜‚ðŸ˜‚,0
itni hemat nhi ha ok abi tang kia ha or ma ny jawab dya ha agy b asy he muh toru giðŸ˜ðŸ˜ðŸ˜ðŸ˜¡,0
"you are absolutely right, bc ki bachi kutya ha yeh.",0
 ma 3 month say 7 lenay ka soch rha ho or pasay ni ho rhy 7 kay tujhy lay do,1
"plz help him shaukat khanum ny is student ko blood cancer diagnose kia ha, or discharge kr dia kio k yeh finance nai otha sakta",1
 right aur dost wo jo ap ki galti b nikale jo ap k liye future ma problem bane,1
yeh virus bohot ziddi ha,1
jitni dafaa dekhu tumhe dhadke zoron se..aisa toh kabhi hota nhi milke garon se.. #tkl #dheerajdhoopar #shraddhaarya #preeta ,1
apnaa bnaa kiyaa fanaa to ye btaa thi kese dewangi o bewafaa tere dewangi....ðŸ”¥ðŸ’”,1
  khud tu papa ko gaaliyan de rha he or sath parwarish ki baaten chod rha he,0
randi orat tu ny kitny paisy lie hai jahanger treen sy ðŸ˜ðŸ˜ðŸ˜,0
 ma nay socha mera alag sy kro gy shukria ada ðŸ™„ðŸ™„antheme suntay hi bnd kr dia tha m ny to ðŸ˜‘,1
rt : welcome back khushi jani ya acc tera tha or tera hi rhy ga tens sa damg kam hi nh kr rha ðŸ˜”,1
shamo a rae ha mujy ðŸ™ˆðŸ™ˆ koi meri maa ko bi dikha de ye tweet plzzz,1
"kanjar ke bachay, haraami mard, poori side pe jagah hogi but nahinnn, aapke oper se charh ker jaayengay jab tak har jagah hath na maarlen.",0
 hello shabnam ap picture main really ap hi ho??? i cant blive,1
"rt : johny.....  ek he toh dil hai, kis kis ko doge....",1
so ja randdi,0
tbhi to tere jaisa harami abhi tk bhaunk rha hai... jhopdikk ðŸ–•ðŸ–•ðŸ–•,0
 comfortable nahi hongey log idhar :p,1
"rt : in randiyon se kehdo kahin or ja kay pighlain, idhr thand bhot hai:",0
ajeeb gashti k bachey hain,0
gashti ka bacha kuta,0
tera baap or teri maa ka yaar hoga,0
"why should pakistanis hate a human being just bcuz he is a yahoodi ??? prophet muhammad had good terms with jews, he did trade with them, he used to sit with them.. these bastard mullas have polluted our socity . madrassa system should be banned.. its a brainwashing system",1
 tu kaisa neech hai.. aamjh nhi aata tu aaine mai khud ko dkh kaise leta hoga ,1
"oh yes but its totally cool to call someone gerneral zia ka beta, baigharat, yahoodi agent, qadiyani agent, budha aadmi, etc",1
  awww ðŸ˜ ye hamare lye nhe tha ðŸ˜•,1
rt : allah ham sabke maa baap ko sehatyaab kare,1
koi chupay na chupay my aaa gya .... koi nahi ata ðŸ˜‘,1
oye bhen chod. bhen ne kitne se chudwti ha tum pta nai ha,0
bhag bhsdki randi,0
 bachpan ki yaade ðŸ¤—,1
 kahan thi tum..ðŸŒ,1
sahi kaha agr wo waqi betion ko rehmat smjhta tu wo 4 ka baad 5va bacha nai krta usna 5va bacha hi junior afridi ki khatir kia q ka uski choti soch aurton ko cricketer bnana bura smjhti hai aurat koi bacha paida krna ki machine ni. #shameonshahidafridi,1
ye dekho bhadwe ki nasalðŸ˜‚ðŸ˜‚,0
tujje chod k sidra ko koi psnd ni krta when they donâ€™t want to live together bhn toh apna khoon kyu jla rhi ho,1
 waisay jitni english aap kay leaders ko aati hai uss hisaab say unhony yahein padha hoga kyuki english ki kafi acchi li hai,0
to bc tu ne unhain hi dikhani jo krh rahi woh ker,0
"arey police maare toh problem, nahi maare toh problem,   police ko apna kaam karna nahi aata, tabhi sikha rahe hain, seekh lo.   desh jal raha hai.",1
do you want to do something about â€œbc deliberate targetingâ€ of a group or is there still something more important in the arctic region that needs your immediate intention? or would it be fair to call you a â€œjhootiâ€,0
  apko ab pata chla hai g,1
idhar to koi female friend bhi nahi hai,1
ik ghazal ki pic send karoun ga phr dekhna ðŸ˜Ž,1
meray pass tum ho - ost - ary mp3 ,1
bechara randwa ho geya he,0
"tu randi ke bachy thora sa time nikal kar mar kion nahi jata ,kisi begairat randi ke akhri bachy",0
"bhai kon ho tum log kha s aate ho , tumhe pta bhi h barmer , jaisalmer, jodhpur k kuch areas ko chod de to khi pani ki prblm nhi h , rajasthan ka mtlb sukha nhi h ab aur na hi desert",1
"if a girl texts first, according to boys ' fake hogi saali. -__- if they don't text first, ' attitude bht hai saali mein'  saali kry tw kya kry ://",0
gujjar bc sharaaam kar ab tweet dell kar day bc pata tumn apna b nahi aur tanqeed kay liye aa jaty hain ghuttia,0
 sukar karo..3.5k ny tumhain follow kiya hua hai..shakal toh tumhari 350 ki bhi nhi hay..ðŸ¤£ðŸ¤£,0
 ma to happy ho single ho k ðŸ˜‚ðŸ˜‚,1
tum meri dekh lo to dar jao ðŸ¤£,1
kio singer bana hota hah kio beghairt zafri khan bana hota hah kio mashooq ke sath laga hota hah rat ko 2 bje yad ata hah yaar parna kab hah,0
nahi.... lekin menu ptaa teri kudi kol main so jawan ty tu nhi bolna .... gashti maan da ktoori da bacha #general nu naaw tu baji dy tere wargy hor ee bht ny wesy main mar gyan vella ? dally,0
abay saalay. âœ‹,0
nathuram godse hijra tha hijra rahega nathuram godse aatankwadi tha aatankwadi rahega,0
when teacher say    jo bacha  apna homework ni kar ka lai apna hath khara kareðŸ˜¡  last bancherðŸ˜… ,1
ye khud begerat our yahodi he,0
phir bhikari bola ok bheeg ma apni bahen ki choot dai do bhenchod mujhay bheeg ma tari bahen ki choot chahiye,0
this stupid fucking idiot is sitting on my window seat and telling me â€œthere is no differenceâ€ bhenchod tu beth aa ke ullu ke pathe,0
smart or cute sahi ha?,1
yeh talal ch kisi beghairt besharm kanjar kee aulad hai. lanatia.,0
 jo right is march ma mangy jathy wo hmyn ni chahy tm log jo right milny chahy wo b ghtya march kr k gawa dogy,1
"i completely agree. unfortunately ik has suffered the most personal attacks among the current political lot (i.e) his wife yahoodi,kids yahoodi...not to mention reham khan episode again i'll agree with you it's not a trend that should be encouraged.",1
meri hi koi dur ki bhen hogi jo phone chod k ghumne nikal gayi. hahaha ðŸ˜…,1
 is kutte ki gaand mein goli maaro,0
nahien koi ore rundi roona dhoondo kewnkeh aap ka kaam he yahee heywood and ðŸ‘ŽðŸ‘ŽðŸ‘Ž,0
bhenchod yaar koi bhi miljaye in sab mein se,0
shukriya nai bs paisa isi cheez ka lena ha hm ne ðŸ˜‚ ðŸ˜‚,1
 qatri karwa apnay sar pe karwaya ap ko kia tension hy apni pinki ki khair khabar rakho baki allah malik,1
"in a world full of ""dost dost na raha"" be someone's ""tere jaisa yaar kahan"" â™¥",1
ye kya chutiyaap dekh liya meine subah subah??? haraamkhoron ki bateesiyaan nahin band ho rahi. lanati kuttay saaley.,0
 kuch nhi..ðŸ˜’,1
lakin m ne ye tu nhi kaha tha k m magn ga bhi nhiðŸ˜,1
kisan diesel use krtay hain pehlay hi itni cost barh chuki hai mazeed diesel mehnga,1
ðŸ˜¡ðŸ˜¡ðŸ˜¡ tujhy abi b kh raha baaz aja samjh ai tu ha hi randi pta b chl raha ha k kesi tarbiat ki ha ap k maa bap ny teri,0
quran  me he jasi awam wesy hukmran  jis din ham theek ho gye allha pak b behtreeen hukmraan ham per muslat kar de ga,1
 wohii smjhty hen.. jo dil ka dard smjhty hen,1
 friend aa rai hai uss ki baat kr rai ab msg aa gaya k wo khud aa rai h 8 bjy tk,1
elfey pee lou sab jor jaye ga,1
wo pyar mohabbat wala haaai apke type ka nae hai,1
why canâ€™t i multitask???? iâ€™m 22 fucking years old and i still dont know how to multitask bhenchod,0
    to aap film krly un k sth ðŸ˜‚ðŸ˜‚,1
is mulk mai pak fouj he mardd hai baaqi sab idaray khusray banay hain,0
apko apnay hissab ko kissi mental hospital mai check karwana chahiay apka hissab thora ni pora hi ghalat hy  indian sena sirf kashrio pe zulm ya rape kar sakti hy eskay elawa jo kar sakty hy wo hum ne 27 or 28 feb ko dekh lia bhaia,0
 acha tareka dhondha hai larkun ko ganda sabit karny ka but aesi neech harkat larkyan he kar sakti hain larky nahi.,0
vese tumhaari aukaat nhi hai seedha baat krne ki maa behno prr hi comment krne aate hai tumhe aur ab yeh mt kahiyo ki mene bhi kha hai pehle tune kha hai aur yahi baat mujhe muh prr bol deta apne pairo se ghar na jaa paata,0
kiyonkay aik dosray say milker mulak loot rahay aur awam mer rahay hain. both are bajwa and imran chore zakat khore yahodi agents. khosa chief unjustice harrami dollars picker from imran yahodi riasat failed govt. bajwa daboo of trump and imran is bajwa daboo,0
kabhi angrez or ab yahoodi ki ghulami me jaa rhe  ho,1
 or shia to kafir hain na to main bhi shia hon to please mujh se bat mat kijiyea,1
bhkk bhenchod,0
abe sali randi ki aulaad madherchod tumko bharat me darr lagta h to pakistan ja waha marwana,0
areee ðŸ¤¦ khilana nh  khailna ha ðŸ™„ðŸ¤£ðŸ¤£,1
 g nhi mujhy pata hai.. dheet insano ko kahan sharam ati hai..ðŸ˜’,0
baber awan minister of law nahi hai ye bhe yahodi agent hai..,0
 unki ik beti thi deena jinah,1
 kuch logon ny subah un ko naaly sy nikalty hocy bhe daikha hai,1
ye lode teri maa or bahan ke shohar hai or jyada bolega to de denge teri maa or bahan ko hum denge talaq or fir halala wow kya baat hai mullo wow lund chuss lo Ã°Ã¿ËœÅ“Ã°Ã¿ËœÅ“Ã°Ã¿ËœÅ“Ã°Ã¿ËœÅ“,0
i know because is se achay wale tm bharwe dekhte ni ho,0
  yehi ke iss ko kuch nahi pata,1
wapis lo is bc se trophy aur finale dobara karwao,0
polish ki chodo bhai usko aap saja do wo bhi buayanak wali maa chod do bhadwo ki,0
"i think no. mere life ke special friends idhar social media se, apke hi through bane hn behna. ðŸ˜ŠðŸ˜Š",1
bc crush ko marny k chakr ma adhy lahoriyo ki jaan ly ga kyaðŸ˜ðŸ˜‚ðŸ˜‚,0
 marad bilkul rotah ha kbhey waif kay liye bachayo batey bhain mam bap kay liye aur sab say wafa kay liye lykeen tum jysey ourat key be ha farmish aur bewifey par,1
 aur han tumhari jaan ni chori i am dead busy for past couple of days,1
ap bhool rhay han k jinko apne tag kia ha vo sab singles han,1
hijra is on the list loooool about â€œour genitals donâ€™t determine our genderâ€ shutup,1
or mai ne hajj double rate py kr k musalmano ko khushaal kr dia hai or yaatra free kr k sikho ko tabah kr dia. yahoodi agent donkey king,0
akhrot ko haq nh chilgozay khany kaðŸ˜’ðŸ˜’ðŸ˜©,0
main tu chill he hon aap he ghussa kar rehy hien ðŸ˜•ðŸ˜‚,1
 kisi ka accident hua ho or severe injuries hon ussay phle kahey k baji fareeha se test krwa kr ayenðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜›,1
hamay pyar hy pakistan se ðŸ˜ðŸ‡µðŸ‡° #pakistan #merawatan #ðŸ‡µðŸ‡° #,1
different between india and other team is intent... indian opner plays t20 like odi .. bhenchod inse acha to ireland ki team b khelti h powerplay m,0
 shkr kro abhi kuch bola naiðŸ¤£ðŸ¤£,1
mera dil bahir aa jae gaðŸ˜­.. how can nare be so blind,1
mery liye b koi kr dy aisi tweetðŸ˜­ðŸ˜­ðŸ˜­ ,1
ooo bhai jan fazloo ghadar agent hai woh kahan sy aisy logon ko boura kahy ga woh khid harami yahodi lgta hai,0
n league nay mirasi barti kiye hain. you are one of them.,0
bhenchod sab fake ho lun khao mein ne pirate ship pe jana tha,0
 lo g ya to kuch b ni hai tum nay bht bht baray karna may dsar a jam dyea hai,1
 hota kch nii bus paison kaa zayaa haiðŸ˜‚,1
  ye baat purani ha koi nai baat btaoâ™¥â™¥â™¥,1
abe abhi to india ki burai kar rahi randi haha,0
gashti ki bachi gadaron py lanat,0
rt : jihad and hijra (migration) the wheels that make the doctrine go round.,0
"tm aik randi ho,pele jisam ki numash ki thi,sasti shurat k lie ,ab deen ki numaish kr rai ho",0
uth jao bhena subha ho gyi ha ðŸ˜‚ðŸ˜‚,1
2020 and people still use â€œkhusra/khusrayâ€ as insult deserve a slap strong enough to dislocate their jaw.,1
 ni mujy specially allah ki trf se blessing hy ðŸ˜…,1
 sad na ho yaar.,1
gussa ini jaldi ni ounda ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ daily koi naw koi aa nikalta hai... ab aesooo pe gussa aa jaye phir kia faida law karne ka ,1
what will be the position of bakwas as he is an ahmadiya not considered to be a muslim in pakistan. a non-muslim cannot be an army chief.,0
koi bt ni ma manage kr lo ga.. mujhy to apsay biyah karna hai ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤,1
 m ny to pehly b kbi ni ki the mjy ni hona add waisy bta ri the,1
nope iâ€™m not!  iâ€™m so massom that mjhe kisi ne realise karaya ðŸ˜‚ ,1
"~ mard ki wafadari tab dekhi jati hai jab uske paas sab kuch ho, aur aurat ki wafadari us wakt dekhi jati hai jab mard ke pass kuxh bhi na hon....",1
manzlain ksii kay ghr ja kar dastak nahii deti rastoon pa chalne say rastay nikalty hain..ðŸ’«,1
#mediastayunbiased wo maan nai rha tha mujhe insaf dilane k liye...! akhir thak har kar me ne apni jaib se 5000 hazar ka note nikal kar jaldi se un ke hath me thama dia.. sir plz ab to mera kam kar do.5000 jaib me daal kar jaldi se mobile se fone krne lag gya.,1
parhaii karny k time pe me sad kiun hojata hoon :(,1
 tum sab to yahi smjhty ho naðŸ˜ž,1
 asa e pouch raha ap gusa e kar gye ðŸ˜”,1
 yar apne bhi follow back nahi kiya,1
khan bhi bhenchod dramay baz hai bro,0
sb ka ya gmhara jath h mara bara bai ha kuch din pahly hm bai bny twiter prðŸ˜‰,1
 dhoondny se mil jaty hain,1
   kis khushi main ðŸ˜‚,1
  kaha se beech main aa...gya ye fans ka pyaar jo ap se brdaasht ni ho rha...uss ki koi galti ni... or  woh..twitter prr active zyada ni reh skta doctor hai na jiss trha krte ho... uss trha krte rho jub payment milay toh..btana...#wewantasimumarreunion #ourheroasim ,1
app eh gashti aa sali,0
 hum nahi karein gy ðŸ’”,1
motherchoood harami ki olad tum gesey guttar key pedawar ki waja sey sare mulk mey gund howa hey!! tumhari or nawaz sharif ki ma ki choot mey imrak ki jaga hota sarey teri or nawaz ki ma chod detha!!,0
haan bas charsi or psycho hai mostly â˜º,0
diljit kare toh aww. ranveer kare toh aww. dhruv kare toh chutia bhenchod.,0
 abhe tu hi hai asli fan ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜™,1
"logoon k visay lag rahy hain, idhr sirf loray lag rahy hain ðŸ˜…",0
 daro iss banday say jiss nay sunday ko exams diay aur sunday ko hi degree bhi haasil ki microsoft fonts ki degree jo 1978 mein maujood hi nahi thi phir bhi aysi degree 1978 mein li 1949 aur 1950 2 dafa paida hony wala insan hai narendra modi,1
sasti randi.... apna modi ki english dkhi ha.. bc us ka knowledge dkha ha... ðŸ¤£ ðŸ¤£ ðŸ¤£ ðŸ¤£ ðŸ¤£,0
   sid kya ho gya h apko frndship ki baat h to sana paras k phly ki frnd h apki ap paras mahira ko safe krny k chkr m #shehnaazgill ko unsafe kr dety ho...,1
bhaii apna randi rona bad mein roo layyio aj psl enjoy krne de bhaiðŸ˜‚,0
 haha kia hwa tha? you must have heard stories about it,1
"brave girl.... carry on.. baqi neechey jo kuttey bhaunk rahe hain, in ki parwah mat kijiey...",0
"na mao di kuss yahwa gashti,",0
fuck yes! bhadwi randi bas kro bhenchod!,0
janty ho dukh kia hota hai khud ki tweet p kisi or k setting hoty dekhnaðŸ˜ªðŸ˜ª,1
ye recipe mjhy achy s aati ha,1
rt : valentine day haram ha aur usko mnany waly harami ðŸ’¯ðŸ˜‚,0
everytime when i see myself in the mirror:   me: ab toh patalo koiðŸ˜,1
randi saali,0
 ðŸ˜•ðŸ˜•ðŸ˜•  tum bs na kia karo khilany pilany wali baatein ðŸ˜‘,1
     khana naanðŸ˜‚ðŸ˜‚,1
"pta nhi logo ko kutya, kuta ban'ny ka q shoq huta ha ðŸ™„ðŸ™„",0
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ ye naya tha,1
bro in jesi aurtoo ka quran me bhi zikar hai humari zuban me inhain sasti randi bola jata hai,0
 aur iztarb asa hy ke jesa kuch bacha bhi nahinðŸ˜‘,1
"true, or firr qasoor sara aurat py daal diya jaye ga",1
pehle apne gayrun ko bol ke dance seekh le ek dam nalle ki tarah dance krta hai ðŸ˜ðŸ˜,1
ahmaq aqal... mumtaz qadri khud amir ahlesunnat se or dawat e islami se pyar krte the.,0
rikhshaw and auto drivers are human dont dare to defame bxdk tere baap ne padha likha kar yeh literacy certification dilwaya re kurkure tujhe?,0
afsos baji k kitny bhai hain bt bharwe itna confidence hai to apna tatti jesa mu b dikha sirf bhau bhau na kro aky ja k baji ko chup krwao,0
  model town wali koi video bejoon?? koi sharm....ðŸ˜‘,1
khwabob mn mat aya kro phir  sbha nahana prta ha ðŸ˜„ðŸ˜„ðŸ˜„,1
bande ki shakal pe laanat pari ho to at least banda baat hi achi kr le..wrna jo ghalti se ek follower mila hua ha wo b bhag jaye ga,0
 allah aap ka bhala kara israr bhai,1
ab sabr kro thori der baad khelty,1
sir block hne ka darr sirf aap se lgta ha ðŸ˜ðŸ˜,1
wo wala chakar nahi socha tha dost real hoon gy but wo bohat bary bc hainðŸ˜‚ðŸ˜‚,0
recently pakistan? did they repeal anti ahmedi laws? blasphemy laws? lol,1
  sach hai kya ye,1
tum beghairat insan pehly kis se zamanat li hy kameeny khabees iblees ki oulad ðŸ˜ ðŸ˜ ðŸ˜ ,0
idhar her koi aik doosry ki nazar main kaafir hai,1
 meri shakal dekho pehly... mujh sy koi bat nhi krtiðŸ¤¦ðŸ»â€â™‚ï¸ðŸ˜‚ðŸ¤·â€â™‚ï¸,1
jis ka anjam tha andeera wo smhaa jali he na hti,1
 toe phir jo bhi pakistan ki jailon mein qaid hain un sab ko bho chhor diya jaye kyun k un sab k bhi maabaaqbhenbhaibete aur betiyan bhi hon gi aur un mein se bhi koi na koi bemaar bhi ho ga???????,1
" it's always amit likes everything and never who likes amit. but main batati hoon, i like amit he's the best (east or west)",1
saali struggle karke aayi hai ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
 dr. ammar sach sun k sab ko acha hi lgta,1
akhrot uthane wale b kabhi kabhi end he ker deta hainðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0
"realme is wrost company in the world. he is not giving the update in old ðŸ˜¡ðŸ˜  device. madhavsheth rundi wala , madhar chod ,bhin chod.",0
 aye teri abay nawazz shareeef nay bana way saliya,0
ye insan ik chaaal haaa dostoo .........zra smj k chliye gaa...sb jaanty hn qadyaani kaafir hn ......ye sb k sentiments gain kr rhaa haa......bad me ye apna chehra dikhiye gaaa fasad kii shkal me.....in chaaalo sy hosyar rhy baseerat paida kry sb apny andr.. shukria...,0
rt : bahria central park karachi forms sold out in two days. abhi tax maango bhenchodo ka rona shru hojayega,0
"from what i know, no, molvis didn't like him. that is why most of the members of his party were all westernized, educated elite. also, he worked with prince agha khan and some ahmedi leadership which is why molvis kept him at a distance.",1
guys mein bohat khush rehti hun aur aap sab dukhi hotay hain. agar apko khushi chahye toh pls mere se interact karein. shukriya,1
rt : criminal ki mkc  namard salman khan  rt  bhenchod zyda tweet kroooo rt se trend neche jaygea,0
 bai benazir ko kanjri nawaz shareef nay bola tha. kabi us pyo ka nam b lay liya karru.,0
kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,0
"sb se phle is bharwe ne hi muth mari hogi rabi ki video dekh kr, social media p sb parsa bane hote h",0
hahah jo mote chicks wali psnd ha woo shokhi age se sugesstions de rhi ðŸ˜„ðŸ˜„ðŸ˜„,1
aur sabse jaada dukh ki baat ye ha ki isne is bar sheila dixit ko haraya tha. ek sharam to delhi waalon ko bhi aani chahiye.,1
jaaani ignore maro sab ko  sab ab philosopher bane ge ,1
 hahahaahah o teri muje ab samjh ai ha krna tha yh. brother from another mother. ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜‚ðŸ˜…ðŸ˜‚ðŸ˜…ðŸ˜‚ðŸ˜…ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ™ðŸ™ðŸ™ðŸ™,1
is ma ghalt kiyaa. us na to ek haqikat bayan kiyaa.,1
"neend bharwi, randi kutti k bachi aja please",0
 khud kah k tareef krwa rhi henðŸ¤” i think ap dekhne me aisi hen k bgair boly hi tareef kr den gy log... wese mu py tareef krna groor ka sabab ban sakta he ap k liye,1
rt : ye ab nend nai ari mjy bhenchod subha uth kr prhna b ha kiya yr ajeeb jhand life,0
roz shaam 6 bajay kay baad twitter par ja raha hota hai. ,1
" reporter ko pit kar yeh log kya sabit karna chahte hain, kya ine logon ko dar hai ki jo log dharne per baithe hain vah log zee news ke samjhane per kahin apna dharna na khatm kar den",1
sirf namazon se kuch nhn hona. jo doosron ko qadiyani aur yahoodi kehta hai uski namazen kisi kaam nhn ati hain.,1
